Order_ID,Order_Date,State,Region,Product,Category,Customer_Type,Quantity,Unit_Price,Sales,Profit,Discount_%,Payment_Mode
71794,06-04-2023,Arizona,West,Keyboard,Accessories,Retail,5,54340,271700,-2206,11.89,Debit Card
71795,21-11-2023,New York,East,Mouse,Accessories,Retail,3,17295,51885,13241,26.57,Net Banking
71796,20-01-2023,Ohio,Central,Mouse,Accessories,Retail,3,49172,147516,24659,19.84,UPI
71797,10-05-2023,Texas,South,Keyboard,Accessories,Corporate,7,23519,164633,10288,5.92,Credit Card
71798,21-11-2023,Maryland,East,Laptop,Electronics,Retail,11,45553,501083,-16235,29.54,UPI
71799,07-01-2023,Illinois,Central,Monitor,Electronics,Retail,6,45566,273396,69244,3.57,Net Banking
71800,11-08-2023,Arizona,West,Headphones,Accessories,Online,3,54745,164235,48659,0.24,Credit Card
71801,24-11-2023,Illinois,Central,Headphones,Accessories,Online,1,53437,53437,12359,5.76,UPI
71802,24-08-2023,Wisconsin,Central,Mobile,Electronics,Retail,11,55317,608487,113951,16.04,Net Banking
71803,05-06-2023,California,West,Keyboard,Accessories,Corporate,10,319,3190,-30,23.42,UPI
71804,26-11-2023,Virginia,East,Mouse,Accessories,Online,9,35776,321984,3979,16.79,Debit Card
71805,24-04-2023,Georgia,South,Tablet,Electronics,Online,11,26326,289586,9178,9.1,Credit Card
71806,15-12-2023,Ohio,Central,Laptop,Electronics,Corporate,4,42791,171164,32317,26.02,UPI
71807,10-02-2023,Massachusetts,East,Monitor,Electronics,Corporate,8,9082,72656,9655,15.43,Credit Card
71808,26-10-2023,New Jersey,East,Monitor,Electronics,Retail,9,29634,266706,52539,25.51,UPI
71809,16-06-2023,Missouri,Central,Laptop,Electronics,Corporate,9,34758,312822,505,25.53,Credit Card
71810,17-05-2023,Ohio,Central,Monitor,Electronics,Corporate,4,40959,163836,6815,29,Credit Card
71811,17-08-2023,Arizona,West,Tablet,Electronics,Online,9,39757,357813,29206,1.22,Debit Card
71812,16-03-2023,Wisconsin,Central,Mobile,Electronics,Corporate,6,40972,245832,63750,8.81,Net Banking
71813,05-04-2023,Illinois,Central,Mouse,Accessories,Online,9,8228,74052,-1744,11.43,Debit Card
71814,22-01-2023,Arizona,West,Mouse,Accessories,Retail,3,28865,86595,-1925,1.65,UPI
71815,12-08-2023,Illinois,Central,Mobile,Electronics,Online,4,45986,183944,14433,9.06,Credit Card
71816,11-03-2023,Maryland,East,Headphones,Accessories,Corporate,11,47375,521125,-14360,28.64,UPI
71817,24-08-2023,Missouri,Central,Laptop,Electronics,Online,5,48254,241270,515,23.75,Net Banking
71818,07-11-2023,Virginia,East,Mobile,Electronics,Retail,8,47349,378792,39851,1.87,UPI
71819,09-08-2023,Ohio,Central,Monitor,Electronics,Online,7,3679,25753,2380,22.43,UPI
71820,06-12-2023,Texas,South,Headphones,Accessories,Corporate,2,17927,35854,8245,22.24,Net Banking
71821,30-01-2023,New York,East,Mobile,Electronics,Retail,8,11101,88808,5994,16.15,UPI
71822,13-11-2023,New Jersey,East,Headphones,Accessories,Retail,6,41058,246348,-7955,18.45,Net Banking
71823,24-01-2023,Tennessee,South,Laptop,Electronics,Retail,7,56121,392847,117040,4.15,Net Banking
71824,10-12-2023,New Jersey,East,Mouse,Accessories,Corporate,11,18269,200959,53669,4.95,Debit Card
71825,24-01-2023,New Jersey,East,Mobile,Electronics,Online,2,13449,26898,7998,15.05,Credit Card
71826,19-11-2023,Georgia,South,Monitor,Electronics,Retail,8,50210,401680,74736,29.18,Net Banking
71827,05-12-2023,Indiana,Central,Keyboard,Accessories,Retail,1,32984,32984,2358,20.82,Net Banking
71828,22-05-2023,Georgia,South,Tablet,Electronics,Retail,3,29732,89196,3834,9.64,Net Banking
71829,15-05-2023,Arizona,West,Keyboard,Accessories,Retail,6,22627,135762,18995,15.04,UPI
71830,17-05-2023,New York,East,Mouse,Accessories,Corporate,3,26144,78432,13881,24.64,Credit Card
71831,22-03-2023,Missouri,Central,Keyboard,Accessories,Retail,10,42561,425610,64262,14.29,Net Banking
71832,27-01-2023,Indiana,Central,Headphones,Accessories,Retail,8,727,5816,904,17.19,Credit Card
71833,14-11-2023,North Carolina,South,Keyboard,Accessories,Corporate,3,50894,152682,3687,15.71,Credit Card
71834,11-12-2023,Tennessee,South,Mouse,Accessories,Corporate,5,29362,146810,7680,24.58,Net Banking
71835,18-03-2023,Massachusetts,East,Tablet,Electronics,Retail,2,27325,54650,3113,25.77,Credit Card
71836,22-04-2023,Florida,South,Tablet,Electronics,Retail,1,25918,25918,2616,14.55,Credit Card
71837,18-11-2023,Indiana,Central,Keyboard,Accessories,Corporate,5,4294,21470,1029,19.24,UPI
71838,22-09-2023,New York,East,Keyboard,Accessories,Retail,6,41652,249912,13851,7.99,Net Banking
71839,17-05-2023,Georgia,South,Tablet,Electronics,Retail,6,14089,84534,7704,27.02,UPI
71840,11-02-2023,Missouri,Central,Mouse,Accessories,Online,11,24818,272998,26334,18.09,UPI
71841,17-07-2023,Georgia,South,Tablet,Electronics,Retail,9,19086,171774,45395,19.68,UPI
71842,15-02-2023,Washington,West,Mouse,Accessories,Retail,2,7747,15494,-743,24.08,Net Banking
71843,13-08-2023,Texas,South,Headphones,Accessories,Online,4,29018,116072,16009,8.99,Credit Card
71844,22-01-2023,Illinois,Central,Mobile,Electronics,Corporate,6,571,3426,818,17.85,UPI
71845,07-04-2023,Florida,South,Mouse,Accessories,Online,7,40688,284816,29476,5.67,UPI
71846,20-04-2023,New Jersey,East,Keyboard,Accessories,Retail,4,10339,41356,4513,17.98,Debit Card
71847,27-05-2023,Massachusetts,East,Monitor,Electronics,Corporate,3,23438,70314,-1098,26.95,Debit Card
71848,13-04-2023,Georgia,South,Mobile,Electronics,Corporate,6,47542,285252,82729,2.95,Net Banking
71849,03-06-2023,California,West,Laptop,Electronics,Corporate,1,4608,4608,1187,13.87,UPI
71850,22-07-2023,Michigan,Central,Mobile,Electronics,Corporate,11,54151,595661,77613,11.55,UPI
71851,11-09-2023,Michigan,Central,Tablet,Electronics,Corporate,11,19454,213994,24269,7.78,Credit Card
71852,25-03-2023,Ohio,Central,Tablet,Electronics,Retail,7,43283,302981,72591,17.95,Net Banking
71853,01-06-2023,Georgia,South,Tablet,Electronics,Online,7,9520,66640,7794,27.28,Net Banking
71854,23-11-2023,Michigan,Central,Laptop,Electronics,Retail,5,59800,299000,17082,5.56,Debit Card
71855,30-04-2023,Massachusetts,East,Laptop,Electronics,Retail,10,45737,457370,73121,17.04,UPI
71856,22-09-2023,Michigan,Central,Monitor,Electronics,Retail,11,41312,454432,7737,0.21,Debit Card
71857,22-02-2023,Michigan,Central,Mobile,Electronics,Online,8,35361,282888,84435,25.9,Net Banking
71858,16-05-2023,Michigan,Central,Laptop,Electronics,Retail,7,24329,170303,35455,0.33,Debit Card
71859,15-04-2023,Missouri,Central,Headphones,Accessories,Retail,6,56830,340980,31412,29.18,Credit Card
71860,23-03-2023,Maryland,East,Keyboard,Accessories,Corporate,4,48581,194324,53104,24.65,UPI
71861,19-11-2023,Maryland,East,Mouse,Accessories,Retail,3,42513,127539,9730,14.46,UPI
71862,06-03-2023,Massachusetts,East,Keyboard,Accessories,Retail,11,13842,152262,36712,28.13,UPI
71863,19-09-2023,Washington,West,Tablet,Electronics,Retail,3,8596,25788,128,2.22,Debit Card
71864,07-09-2023,Ohio,Central,Keyboard,Accessories,Online,4,47181,188724,35162,16.86,Credit Card
71865,15-03-2023,Missouri,Central,Mobile,Electronics,Online,4,40238,160952,15718,0.49,UPI
71866,06-02-2023,Ohio,Central,Headphones,Accessories,Corporate,2,20714,41428,11087,0.46,Net Banking
71867,04-11-2023,New York,East,Keyboard,Accessories,Online,9,53667,483003,111213,6.6,Credit Card
71868,30-06-2023,Texas,South,Laptop,Electronics,Corporate,11,5932,65252,7229,27.12,Credit Card
71869,01-11-2023,Ohio,Central,Tablet,Electronics,Online,7,43358,303506,28223,13.52,Net Banking
71870,04-11-2023,California,West,Mouse,Accessories,Retail,4,1457,5828,1163,23.58,Credit Card
71871,07-09-2023,New York,East,Laptop,Electronics,Retail,11,41307,454377,19056,3.29,Net Banking
71872,09-11-2023,New Jersey,East,Monitor,Electronics,Corporate,9,34676,312084,49117,3.33,Net Banking
71873,14-02-2023,California,West,Monitor,Electronics,Retail,8,13730,109840,24948,11.97,UPI
71874,25-08-2023,Wisconsin,Central,Mouse,Accessories,Retail,9,37829,340461,10855,10.76,UPI
71875,24-05-2023,New York,East,Tablet,Electronics,Corporate,8,41093,328744,72038,8.44,Debit Card
71876,06-03-2023,Illinois,Central,Laptop,Electronics,Online,11,49715,546865,78632,12.57,Credit Card
71877,06-11-2023,Arizona,West,Mobile,Electronics,Retail,6,18304,109824,31254,4.41,Debit Card
71878,19-07-2023,Arizona,West,Laptop,Electronics,Retail,3,23119,69357,-2556,28.78,Net Banking
71879,06-11-2023,Maryland,East,Keyboard,Accessories,Retail,6,5039,30234,-211,8.08,Credit Card
71880,27-07-2023,New York,East,Monitor,Electronics,Retail,8,45784,366272,74295,23.38,Net Banking
71881,06-07-2023,Massachusetts,East,Keyboard,Accessories,Retail,3,9074,27222,5155,28.6,Net Banking
71882,08-03-2023,Illinois,Central,Headphones,Accessories,Corporate,5,15622,78110,12715,29.07,Net Banking
71883,15-09-2023,Pennsylvania,East,Tablet,Electronics,Corporate,10,57723,577230,96291,8.21,Credit Card
71884,08-11-2023,Washington,West,Headphones,Accessories,Online,7,8416,58912,16105,16.35,UPI
71885,07-11-2023,Illinois,Central,Keyboard,Accessories,Retail,8,47917,383336,77435,4.34,Net Banking
71886,29-05-2023,Wisconsin,Central,Laptop,Electronics,Online,4,52898,211592,49975,15.73,Credit Card
71887,01-12-2023,Wisconsin,Central,Tablet,Electronics,Retail,10,22675,226750,47498,1.37,Net Banking
71888,19-08-2023,Washington,West,Laptop,Electronics,Corporate,9,39458,355122,33226,21.89,UPI
71889,19-03-2023,Maryland,East,Keyboard,Accessories,Corporate,5,27058,135290,24371,3.67,UPI
71890,13-12-2023,Missouri,Central,Tablet,Electronics,Online,6,31051,186306,11024,24.71,Net Banking
71891,21-06-2023,Virginia,East,Laptop,Electronics,Corporate,3,46416,139248,-2194,28.38,Debit Card
71892,20-04-2023,Missouri,Central,Headphones,Accessories,Corporate,4,21158,84632,6399,6.81,Net Banking
71893,09-03-2023,California,West,Headphones,Accessories,Corporate,1,9560,9560,-421,24.94,Credit Card
71894,19-07-2023,Arizona,West,Laptop,Electronics,Retail,1,26855,26855,-464,26.58,Net Banking
71895,27-09-2023,Illinois,Central,Headphones,Accessories,Retail,7,39812,278684,71348,27.64,Debit Card
71896,05-12-2023,Florida,South,Tablet,Electronics,Retail,8,300,2400,320,1.25,Credit Card
71897,09-12-2023,Michigan,Central,Keyboard,Accessories,Retail,1,55807,55807,-337,10.9,Credit Card
71898,25-12-2023,Virginia,East,Headphones,Accessories,Corporate,5,49845,249225,22985,20.7,UPI
71899,17-07-2023,Washington,West,Headphones,Accessories,Online,11,30767,338437,101214,14.88,Credit Card
71900,25-04-2023,New Jersey,East,Headphones,Accessories,Online,2,4422,8844,304,10.11,Net Banking
71901,04-10-2023,Arizona,West,Monitor,Electronics,Retail,11,30245,332695,61355,14.05,Debit Card
71902,17-06-2023,Michigan,Central,Mobile,Electronics,Online,3,19278,57834,2472,25.77,Credit Card
71903,30-11-2023,Florida,South,Keyboard,Accessories,Retail,4,16015,64060,11565,24.56,UPI
71904,28-05-2023,Ohio,Central,Mouse,Accessories,Corporate,8,17646,141168,36081,9.84,Credit Card
71905,20-08-2023,Florida,South,Keyboard,Accessories,Retail,9,8128,73152,20716,2.92,Net Banking
71906,22-10-2023,North Carolina,South,Keyboard,Accessories,Online,3,32653,97959,14399,8.21,Credit Card
71907,25-05-2023,Ohio,Central,Mobile,Electronics,Retail,11,18824,207064,30505,1.19,Credit Card
71908,21-09-2023,Virginia,East,Keyboard,Accessories,Corporate,10,10764,107640,12571,19.43,Net Banking
71909,31-10-2023,Indiana,Central,Headphones,Accessories,Online,1,36353,36353,6956,24.04,Debit Card
71910,21-12-2023,Michigan,Central,Keyboard,Accessories,Online,2,38367,76734,3729,1.72,UPI
71911,04-05-2023,Ohio,Central,Mouse,Accessories,Retail,7,41950,293650,56304,19.39,Credit Card
71912,04-09-2023,Texas,South,Monitor,Electronics,Online,8,48558,388464,33954,24.19,Debit Card
71913,27-07-2023,Michigan,Central,Headphones,Accessories,Online,11,10996,120956,-2167,27.66,Debit Card
71914,10-06-2023,New Jersey,East,Monitor,Electronics,Corporate,7,18175,127225,21891,12.31,Debit Card
71915,16-04-2023,California,West,Laptop,Electronics,Online,7,17001,119007,13747,13.6,Net Banking
71916,26-03-2023,Illinois,Central,Keyboard,Accessories,Online,2,56470,112940,6926,27.25,Debit Card
71917,05-07-2023,Tennessee,South,Tablet,Electronics,Online,7,44954,314678,492,3.64,Credit Card
71918,20-08-2023,Texas,South,Headphones,Accessories,Corporate,9,52900,476100,-22489,24.69,Debit Card
71919,26-02-2023,California,West,Headphones,Accessories,Retail,3,54610,163830,11893,9.68,UPI
71920,13-08-2023,Tennessee,South,Tablet,Electronics,Retail,7,40912,286384,22319,1.98,Credit Card
71921,12-06-2023,Wisconsin,Central,Mobile,Electronics,Corporate,9,8890,80010,18168,26.36,Net Banking
71922,04-12-2023,New Jersey,East,Mobile,Electronics,Retail,7,21583,151081,38302,6.66,Credit Card
71923,18-05-2023,Washington,West,Mouse,Accessories,Retail,2,57415,114830,20651,7.74,Credit Card
71924,24-06-2023,North Carolina,South,Mobile,Electronics,Corporate,8,691,5528,377,24.25,Debit Card
71925,28-12-2023,Indiana,Central,Laptop,Electronics,Corporate,3,39972,119916,10171,15.12,UPI
71926,24-04-2023,New York,East,Mouse,Accessories,Online,7,34180,239260,70273,27.66,Credit Card
71927,23-05-2023,Massachusetts,East,Mobile,Electronics,Retail,2,19389,38778,8370,3.98,Credit Card
71928,29-11-2023,Virginia,East,Headphones,Accessories,Corporate,5,26831,134155,15523,0.51,Credit Card
71929,09-05-2023,California,West,Mouse,Accessories,Corporate,10,23232,232320,42616,22.66,Credit Card
71930,11-11-2023,Illinois,Central,Tablet,Electronics,Retail,6,51585,309510,68231,23.05,Credit Card
71931,10-06-2023,Washington,West,Mobile,Electronics,Corporate,6,42025,252150,2994,3.55,UPI
71932,13-04-2023,Ohio,Central,Keyboard,Accessories,Retail,10,38073,380730,44795,8.25,Net Banking
71933,11-01-2023,New York,East,Keyboard,Accessories,Corporate,10,25721,257210,61473,14.97,UPI
71934,16-06-2023,Florida,South,Mouse,Accessories,Retail,2,53629,107258,16488,11.7,Net Banking
71935,10-07-2023,Indiana,Central,Tablet,Electronics,Corporate,4,20451,81804,-1319,6.91,Credit Card
71936,08-08-2023,Indiana,Central,Monitor,Electronics,Retail,8,10391,83128,9904,8.51,Debit Card
71937,11-01-2023,Massachusetts,East,Mouse,Accessories,Online,10,29844,298440,42725,11.04,Net Banking
71938,20-12-2023,Texas,South,Keyboard,Accessories,Retail,7,1377,9639,2100,9.91,Net Banking
71939,02-04-2023,Texas,South,Laptop,Electronics,Corporate,3,12484,37452,257,3.49,Net Banking
71940,25-07-2023,Virginia,East,Laptop,Electronics,Retail,6,3942,23652,-757,13,UPI
71941,24-10-2023,Texas,South,Mouse,Accessories,Retail,10,48170,481700,104899,22.18,UPI
71942,09-10-2023,Washington,West,Keyboard,Accessories,Corporate,8,47778,382224,92119,1.42,UPI
71943,14-10-2023,Tennessee,South,Mobile,Electronics,Corporate,9,43757,393813,59501,25.67,UPI
71944,13-11-2023,Ohio,Central,Monitor,Electronics,Corporate,4,7912,31648,-1334,21.07,Debit Card
71945,26-04-2023,Texas,South,Keyboard,Accessories,Retail,7,49889,349223,36381,10.48,Credit Card
71946,30-05-2023,Missouri,Central,Keyboard,Accessories,Corporate,9,22850,205650,30864,17.93,UPI
71947,17-12-2023,Wisconsin,Central,Mouse,Accessories,Corporate,5,35894,179470,-681,4.69,Net Banking
71948,10-10-2023,Virginia,East,Headphones,Accessories,Online,5,50005,250025,25551,21.73,Debit Card
71949,08-10-2023,Florida,South,Tablet,Electronics,Retail,1,46310,46310,4536,9.12,Net Banking
71950,21-06-2023,Illinois,Central,Keyboard,Accessories,Corporate,8,53290,426320,7981,10.69,Credit Card
71951,19-09-2023,Wisconsin,Central,Headphones,Accessories,Retail,3,8343,25029,3341,23.04,Net Banking
71952,24-05-2023,Massachusetts,East,Mouse,Accessories,Corporate,9,29620,266580,34962,23.36,UPI
71953,07-04-2023,Texas,South,Headphones,Accessories,Retail,8,14737,117896,-2783,12.36,UPI
71954,18-03-2023,Indiana,Central,Laptop,Electronics,Retail,10,33588,335880,75006,1.45,Debit Card
71955,26-11-2023,Arizona,West,Tablet,Electronics,Retail,5,5980,29900,6548,14.34,Debit Card
71956,21-01-2023,Washington,West,Mouse,Accessories,Retail,8,36400,291200,-206,23.25,Credit Card
71957,25-12-2023,Georgia,South,Mouse,Accessories,Online,2,8670,17340,2121,15.69,Debit Card
71958,17-02-2023,Michigan,Central,Laptop,Electronics,Corporate,6,2980,17880,1762,29.01,UPI
71959,15-09-2023,New York,East,Mouse,Accessories,Online,2,56994,113988,9535,22.18,Credit Card
71960,08-07-2023,Florida,South,Mouse,Accessories,Retail,8,8765,70120,15379,17.84,Net Banking
71961,27-10-2023,Florida,South,Mouse,Accessories,Retail,6,40829,244974,13007,10.4,UPI
71962,19-05-2023,Indiana,Central,Monitor,Electronics,Corporate,3,33062,99186,10607,29.77,Credit Card
71963,30-11-2023,Ohio,Central,Headphones,Accessories,Online,1,22494,22494,1417,26.97,Net Banking
71964,04-07-2023,Tennessee,South,Mobile,Electronics,Retail,5,15735,78675,10908,26.3,Net Banking
71965,09-11-2023,Wisconsin,Central,Mobile,Electronics,Retail,9,11807,106263,9146,0.41,Credit Card
71966,07-03-2023,Missouri,Central,Mouse,Accessories,Retail,7,48244,337708,42671,23.97,Credit Card
71967,26-09-2023,Arizona,West,Mobile,Electronics,Retail,7,36737,257159,23314,22.95,Net Banking
71968,11-01-2023,Missouri,Central,Keyboard,Accessories,Corporate,2,48221,96442,11121,25.7,Net Banking
71969,11-01-2023,Massachusetts,East,Tablet,Electronics,Corporate,6,31047,186282,35344,26.89,Credit Card
71970,27-06-2023,New Jersey,East,Tablet,Electronics,Corporate,10,27165,271650,1382,1.98,Net Banking
71971,22-07-2023,Washington,West,Keyboard,Accessories,Corporate,7,7226,50582,8787,19.73,UPI
71972,19-04-2023,Ohio,Central,Monitor,Electronics,Corporate,11,14287,157157,35585,1.62,Net Banking
71973,19-06-2023,Wisconsin,Central,Monitor,Electronics,Online,1,23281,23281,5185,7.13,Debit Card
71974,16-04-2023,Maryland,East,Monitor,Electronics,Retail,4,19490,77960,22422,17.24,Credit Card
71975,09-03-2023,Florida,South,Monitor,Electronics,Corporate,2,28184,56368,6513,3.2,Credit Card
71976,30-12-2023,Massachusetts,East,Laptop,Electronics,Online,8,9223,73784,17456,15.66,Credit Card
71977,15-03-2023,Ohio,Central,Mouse,Accessories,Corporate,7,26959,188713,46197,8.84,Credit Card
71978,05-11-2023,Illinois,Central,Mouse,Accessories,Retail,2,10204,20408,4730,0.52,Credit Card
71979,08-10-2023,Virginia,East,Keyboard,Accessories,Online,6,10124,60744,7124,17.94,Credit Card
71980,07-02-2023,California,West,Monitor,Electronics,Corporate,4,26437,105748,3813,10.64,Credit Card
71981,18-10-2023,Ohio,Central,Laptop,Electronics,Online,7,48525,339675,86598,8.96,UPI
71982,01-09-2023,Georgia,South,Headphones,Accessories,Retail,9,19259,173331,40473,22.99,Debit Card
71983,01-02-2023,Virginia,East,Headphones,Accessories,Retail,5,6883,34415,4831,26.08,UPI
71984,09-04-2023,Michigan,Central,Laptop,Electronics,Retail,3,19006,57018,-493,21.48,Debit Card
71985,27-08-2023,New York,East,Headphones,Accessories,Corporate,8,55481,443848,48122,21.95,Net Banking
71986,03-12-2023,California,West,Laptop,Electronics,Corporate,5,8471,42355,8530,7.23,Net Banking
71987,22-12-2023,Texas,South,Laptop,Electronics,Retail,1,38576,38576,-1276,20,UPI
71988,07-12-2023,Massachusetts,East,Keyboard,Accessories,Online,7,24893,174251,-4621,14.65,Credit Card
71989,06-05-2023,Texas,South,Keyboard,Accessories,Online,10,21817,218170,42212,16.75,Net Banking
71990,09-12-2023,North Carolina,South,Headphones,Accessories,Corporate,10,7629,76290,16286,29.19,Net Banking
71991,25-02-2023,Texas,South,Mobile,Electronics,Retail,6,9034,54204,1427,7.24,Net Banking
71992,17-11-2023,California,West,Mobile,Electronics,Corporate,7,55729,390103,63114,1.92,Credit Card
71993,26-06-2023,New York,East,Mouse,Accessories,Corporate,8,12353,98824,25488,24.66,UPI
71994,22-04-2023,Georgia,South,Headphones,Accessories,Online,8,10351,82808,17781,12.76,Credit Card
71995,03-11-2023,Virginia,East,Headphones,Accessories,Online,7,43530,304710,7703,25.42,Credit Card
71996,12-10-2023,North Carolina,South,Keyboard,Accessories,Retail,4,46607,186428,23501,23.26,Debit Card
71997,01-10-2023,Illinois,Central,Tablet,Electronics,Retail,7,47247,330729,61967,28.85,Debit Card
71998,08-05-2023,Wisconsin,Central,Tablet,Electronics,Retail,6,52262,313572,61914,7.48,UPI
71999,18-12-2023,Washington,West,Tablet,Electronics,Retail,2,14339,28678,2643,28.77,Net Banking
72000,19-10-2023,Missouri,Central,Monitor,Electronics,Corporate,1,38153,38153,1069,20.63,Debit Card
72001,26-04-2023,Ohio,Central,Tablet,Electronics,Retail,4,15666,62664,4321,3.83,UPI
72002,14-12-2023,North Carolina,South,Tablet,Electronics,Online,6,19568,117408,-4486,11.79,UPI
72003,10-01-2023,Illinois,Central,Tablet,Electronics,Retail,7,8547,59829,962,2.34,Credit Card
72004,11-05-2023,Maryland,East,Mouse,Accessories,Corporate,7,40299,282093,7173,28.3,Net Banking
72005,23-09-2023,Tennessee,South,Laptop,Electronics,Retail,6,4119,24714,308,4.62,Credit Card
72006,12-10-2023,Michigan,Central,Tablet,Electronics,Retail,9,40381,363429,75765,0.69,Credit Card
72007,12-03-2023,Florida,South,Keyboard,Accessories,Online,10,36267,362670,105262,13.85,Credit Card
72008,28-06-2023,New Jersey,East,Mobile,Electronics,Corporate,1,3518,3518,570,2.04,UPI
72009,01-07-2023,Illinois,Central,Mobile,Electronics,Online,1,44342,44342,7595,4.23,UPI
72010,18-10-2023,Arizona,West,Monitor,Electronics,Corporate,7,51198,358386,69386,6.99,UPI
72011,03-04-2023,Massachusetts,East,Tablet,Electronics,Corporate,10,45230,452300,123250,14.84,Net Banking
72012,19-04-2023,Maryland,East,Monitor,Electronics,Retail,3,29385,88155,7358,5.13,UPI
72013,11-12-2023,Illinois,Central,Laptop,Electronics,Retail,5,27179,135895,36353,8.32,Net Banking
72014,03-02-2023,Missouri,Central,Headphones,Accessories,Online,8,37762,302096,48138,22.9,Credit Card
72015,18-04-2023,Washington,West,Keyboard,Accessories,Corporate,8,26343,210744,34188,26.92,UPI
72016,03-08-2023,North Carolina,South,Laptop,Electronics,Corporate,2,22117,44234,-2109,24.58,UPI
72017,10-05-2023,New Jersey,East,Tablet,Electronics,Retail,9,3461,31149,0,23.42,Credit Card
72018,07-06-2023,Florida,South,Mouse,Accessories,Corporate,1,26888,26888,1786,17.45,Credit Card
72019,26-10-2023,Arizona,West,Monitor,Electronics,Retail,2,54929,109858,22563,4.21,Credit Card
72020,28-04-2023,Michigan,Central,Mobile,Electronics,Retail,2,20454,40908,1864,3.18,UPI
72021,12-06-2023,Maryland,East,Keyboard,Accessories,Retail,10,41349,413490,74698,25.5,UPI
72022,22-10-2023,Texas,South,Headphones,Accessories,Retail,10,45942,459420,120191,23.08,Debit Card
72023,14-10-2023,New York,East,Monitor,Electronics,Corporate,7,42650,298550,-10838,7.81,Debit Card
72024,03-07-2023,California,West,Laptop,Electronics,Retail,5,16957,84785,3644,24.55,UPI
72025,25-06-2023,Indiana,Central,Monitor,Electronics,Online,2,28387,56774,1731,16.32,UPI
72026,15-02-2023,Pennsylvania,East,Mobile,Electronics,Retail,6,53933,323598,49361,8.39,Debit Card
72027,24-01-2023,Texas,South,Mobile,Electronics,Online,3,44346,133038,25042,6.17,Credit Card
72028,18-08-2023,Florida,South,Tablet,Electronics,Retail,9,40960,368640,82933,10.22,Credit Card
72029,10-11-2023,New Jersey,East,Tablet,Electronics,Online,9,55246,497214,69986,4.77,UPI
72030,18-10-2023,Virginia,East,Mouse,Accessories,Corporate,6,41469,248814,69319,16.53,Debit Card
72031,09-01-2023,Maryland,East,Mobile,Electronics,Retail,5,59964,299820,57573,28.07,Net Banking
72032,09-07-2023,New York,East,Keyboard,Accessories,Retail,6,51622,309732,22964,2.33,Credit Card
72033,17-05-2023,Maryland,East,Keyboard,Accessories,Retail,7,8487,59409,12702,3.37,UPI
72034,25-04-2023,New Jersey,East,Headphones,Accessories,Online,3,20987,62961,13950,2.93,UPI
72035,22-12-2023,Michigan,Central,Headphones,Accessories,Retail,8,40123,320984,11507,3.52,Credit Card
72036,23-07-2023,Missouri,Central,Keyboard,Accessories,Retail,10,22843,228430,54148,18.39,UPI
72037,30-06-2023,Texas,South,Laptop,Electronics,Retail,6,50307,301842,36016,1.57,Debit Card
72038,10-11-2023,Pennsylvania,East,Keyboard,Accessories,Corporate,2,50785,101570,11699,7.36,UPI
72039,27-10-2023,Washington,West,Mobile,Electronics,Corporate,5,48696,243480,43805,9.07,Debit Card
72040,24-04-2023,North Carolina,South,Tablet,Electronics,Corporate,10,58274,582740,57067,14.61,Net Banking
72041,25-02-2023,North Carolina,South,Laptop,Electronics,Online,11,34666,381326,-16066,10.82,Debit Card
72042,30-06-2023,Florida,South,Mouse,Accessories,Corporate,11,8599,94589,24964,3.33,Debit Card
72043,22-01-2023,Georgia,South,Mouse,Accessories,Online,1,59068,59068,8671,1.82,Credit Card
72044,26-02-2023,Ohio,Central,Laptop,Electronics,Corporate,7,10551,73857,14790,14.69,UPI
72045,11-09-2023,New Jersey,East,Mouse,Accessories,Retail,10,33494,334940,94953,16.2,UPI
72046,23-06-2023,California,West,Mobile,Electronics,Retail,8,53757,430056,30635,28.86,Net Banking
72047,18-05-2023,Georgia,South,Monitor,Electronics,Corporate,11,27284,300124,33865,0.76,UPI
72048,19-12-2023,Florida,South,Keyboard,Accessories,Corporate,8,37288,298304,30261,0.58,Credit Card
72049,28-11-2023,New Jersey,East,Headphones,Accessories,Retail,3,22165,66495,4001,21.08,Net Banking
72050,11-11-2023,New York,East,Keyboard,Accessories,Retail,7,47878,335146,46145,2.06,Net Banking
72051,20-06-2023,Texas,South,Tablet,Electronics,Corporate,4,47646,190584,32376,9.27,Debit Card
72052,16-06-2023,Massachusetts,East,Laptop,Electronics,Online,7,59564,416948,43035,24.89,Debit Card
72053,13-08-2023,Arizona,West,Headphones,Accessories,Corporate,4,7915,31660,8103,27.09,UPI
72054,16-03-2023,New York,East,Laptop,Electronics,Retail,7,47824,334768,38852,5.64,Credit Card
72055,06-04-2023,Wisconsin,Central,Mouse,Accessories,Corporate,9,13166,118494,7981,21.83,Net Banking
72056,22-07-2023,Georgia,South,Monitor,Electronics,Retail,5,19024,95120,16335,25.53,UPI
72057,13-05-2023,Virginia,East,Monitor,Electronics,Corporate,6,30638,183828,35632,6.31,Credit Card
72058,23-01-2023,California,West,Keyboard,Accessories,Corporate,4,51036,204144,46764,23.84,Net Banking
72059,23-03-2023,Georgia,South,Mouse,Accessories,Online,5,53929,269645,40617,15.51,UPI
72060,11-12-2023,New York,East,Headphones,Accessories,Corporate,8,11573,92584,15152,5.16,UPI
72061,13-10-2023,Georgia,South,Headphones,Accessories,Online,5,9511,47555,914,5.16,UPI
